loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,default_ind
14650,14650,14650,60,22.35,407.54,F,F5,10+ years,RENT,65000,Verified,n,debt_consolidation,CA,22.58,0,1,,,18,0,12193,57.5,25,f,4037.27,4037.27,19929.06,19929.06,10612.73,9316.33,0,0,0,407.54,0,,INDIVIDUAL,0
11250,11250,11250,60,12.69,254.2,B,B5,10+ years,RENT,43000,Source Verified,n,wedding,NY,16.27,0,0,40,,11,0,4313,54.7,15,f,0,0,14365.26439,14365.26,11250,3115.26,0,0,0,5142.58,0,,INDIVIDUAL,0
31000,31000,31000,36,19.42,1142.94,E,E3,2 years,MORTGAGE,180000,Source Verified,n,credit_card,CA,13.47,0,1,48,,9,0,131949,75.2,24,f,0,0,41141.10814,41141.11,31000,10141.11,0,0,0,1151.99,0,,INDIVIDUAL,0
14000,14000,14000,36,17.58,503.19,D,D4,4 years,MORTGAGE,100000,Verified,n,credit_card,UT,14.75,2,1,8,,14,0,21584,64.8,36,f,0,0,18108.18913,18108.19,14000,4108.19,0,0,0,519.68,0,,INDIVIDUAL,0
9000,9000,9000,36,10.65,293.16,B,B2,8 years,RENT,24600,Not Verified,n,debt_consolidation,HI,19.76,0,1,47,,6,0,9780,65.8,22,f,0,0,10550.96769,10550.97,9000,1550.97,0,0,0,305.19,0,,INDIVIDUAL,0
6500,6500,6500,36,10.65,211.73,B,B2,5 years,MORTGAGE,45000,Source Verified,n,small_business,FL,15.41,0,2,,,4,0,3992,66.5,5,f,0,0,7620.758021,7620.76,6500,1120.76,0,0,0,217.49,0,,INDIVIDUAL,0
16500,16500,16500,36,12.69,553.49,B,B5,1 year,MORTGAGE,55000,Not Verified,n,credit_card,CA,12.28,0,0,26,,14,0,18354,74,29,f,0,0,19939.73602,19939.74,16500,3439.74,0,0,0,589.17,0,,INDIVIDUAL,0
14000,14000,14000,36,10.65,456.03,B,B2,10+ years,MORTGAGE,89000,Source Verified,n,credit_card,PA,8.58,0,0,,,9,0,32010,70,18,f,0,0,16374.55453,16374.55,14000,2374.55,0,0,0,2251.4,0,,INDIVIDUAL,0
25000,25000,25000,60,12.69,564.87,B,B5,4 years,MORTGAGE,75000,Source Verified,n,other,CT,0.32,0,4,,,7,0,1281,3.2,11,f,0,0,26190.82,26190.82,25000,1190.82,0,0,0,2374.02,0,,INDIVIDUAL,0
5600,5600,5600,36,13.49,190.02,C,C1,< 1 year,RENT,30000,Source Verified,n,debt_consolidation,AK,24.04,0,1,,,6,0,18028,68.3,26,f,0,0,6748.182212,6748.18,5600,1148.18,0,0,0,122.84,0,,INDIVIDUAL,0
10000,10000,10000,36,13.49,339.31,C,C1,5 years,RENT,38000,Source Verified,n,debt_consolidation,CA,12.95,0,1,,,7,0,13221,63.8,16,f,0,0,12212.78293,12212.78,10000,2212.78,0,0,0,346.29,0,,INDIVIDUAL,0
25000,25000,24975,60,21.28,680.28,F,F2,10+ years,RENT,70000,Verified,n,debt_consolidation,NJ,19.11,0,0,35,,7,0,2594,68.3,36,f,0,0,27174.64,27147.46,25000,2174.64,0,0,0,24454.38,0,,INDIVIDUAL,0
5000,5000,5000,36,10.65,162.87,B,B2,3 years,RENT,35000,Not Verified,n,moving,NJ,8.16,0,0,57,,6,0,7130,62.5,25,f,0,0,5861.939896,5861.94,4999.99,861.95,0,0,0,167.99,0,,INDIVIDUAL,0
3600,3600,3600,36,6.62,110.54,A,A2,1 year,RENT,60000,Not Verified,n,debt_consolidation,VA,21.54,0,1,,,12,0,15502,70.1,32,f,0,0,2321.34,2321.34,2004.17,306.88,0,10.29,0,110.54,0,,INDIVIDUAL,1
10800,10800,10800,36,14.27,370.54,C,C2,3 years,RENT,52000,Not Verified,n,credit_card,NY,15.58,0,1,,,13,0,21153,80.3,21,f,0,0,13268.87456,13268.87,10800,2468.87,0,0,0,2178.15,0,,INDIVIDUAL,0
4800,4800,4800,36,14.65,165.58,C,C3,4 years,RENT,49200,Source Verified,n,debt_consolidation,CA,11.59,0,3,62,,11,0,2205,45,18,f,0,0,5961.100639,5961.1,4800,1161.1,0,0,0,6.08,0,,INDIVIDUAL,0
6075,6075,6075,60,17.27,151.87,D,D3,1 year,RENT,46440,Source Verified,n,small_business,NY,5.97,1,0,17,,4,0,658,24.4,16,f,1669.01,1669.01,7285.93,7285.93,4405.99,2879.94,0,0,0,161.3,0,,INDIVIDUAL,0
9600,9600,9600,36,7.9,300.39,A,A4,4 years,RENT,42000,Not Verified,n,other,NC,20.91,0,0,,,4,0,5154,36.8,12,f,0,0,10813.19505,10813.2,9600,1213.2,0,0,0,304.49,0,,INDIVIDUAL,0
5200,5200,5200,36,14.65,179.37,C,C3,3 years,OWN,107800,Not Verified,n,debt_consolidation,PA,14.54,0,2,,,9,0,13119,73.7,34,f,0,0,6470.890278,6470.89,5200,1255.91,14.98160227,0,0,183.86,0,,INDIVIDUAL,0
11000,11000,10950,36,7.51,342.22,A,A3,10+ years,RENT,22000,Not Verified,n,credit_card,CA,15.16,0,2,,,7,0,14117,68.1,10,f,0,0,12342.09573,12286.01,11000,1324.99,17.11,0,0,14.85,0,,INDIVIDUAL,0
35000,35000,35000,60,14.27,819.3,C,C2,3 years,MORTGAGE,160000,Verified,n,debt_consolidation,MO,22.06,0,1,,,17,0,124744,51.9,43,f,0,0,46605.80997,46605.81,35000,11605.81,0,0,0,4098.71,0,,INDIVIDUAL,0
11000,11000,11000,36,6.03,334.8,A,A1,10+ years,MORTGAGE,65500,Source Verified,n,debt_consolidation,NV,15.33,0,0,,,16,0,10581,32.3,49,f,0,0,12052.12415,12052.12,11000,1052.12,0,0,0,336.98,0,,INDIVIDUAL,0
15000,15000,14975,60,18.25,382.95,D,D5,3 years,RENT,67200,Not Verified,n,debt_consolidation,VA,13.41,0,0,,,12,0,17350,73.2,21,f,0,0,22523.20004,22485.66,15000,7523.2,0,0,0,4907.5,0,,INDIVIDUAL,0
8475,8475,8475,36,12.69,284.3,B,B5,10+ years,RENT,38423.87,Not Verified,n,debt_consolidation,CA,22.27,0,1,46,,17,0,17813,58.2,24,f,0,0,9616.14,9616.14,7735.31,1765.25,0,115.58,18.5112,400,0,,INDIVIDUAL,1
9250,9250,9250,36,14.65,319.08,C,C3,< 1 year,RENT,40000,Source Verified,n,credit_card,TX,24.96,0,2,25,,11,0,20844,77.5,21,f,0,0,11316.56813,11316.57,9250,2066.57,0,0,0,3029.59,0,,INDIVIDUAL,0
6000,6000,6000,36,8.9,190.52,A,A5,3 years,RENT,36000,Not Verified,n,credit_card,CA,13.9,0,0,69,,9,0,9693,71.3,20,f,0,0,6878.247751,6878.25,6000,863.25,15,0,0,189.83,0,,INDIVIDUAL,0
9400,9400,9400,60,15.27,224.96,C,C4,< 1 year,MORTGAGE,29280,Source Verified,n,other,MA,0.74,0,1,,,5,0,142,1.9,11,f,0,0,12085.51338,12085.51,9400,2685.51,0,0,0,6278.82,0,,INDIVIDUAL,0
5000,5000,5000,36,6.62,153.52,A,A2,7 years,MORTGAGE,64000,Not Verified,n,debt_consolidation,MN,1.54,1,0,14,,12,0,4690,11.9,20,f,0,0,5081.06,5081.06,5000,81.06,0,0,0,4775.5,0,,INDIVIDUAL,0
3500,3500,3500,36,7.9,109.52,A,A4,6 years,RENT,63945,Source Verified,n,debt_consolidation,CA,13.76,0,0,,,11,0,4926,64,23,f,0,0,3941.889732,3941.89,3500,441.89,0,0,0,113.37,0,,INDIVIDUAL,0
7500,7500,7500,36,6.62,230.28,A,A2,2 years,RENT,27600,Source Verified,n,debt_consolidation,OH,24.04,0,0,,,7,0,7664,29.5,13,f,0,0,8288.973498,8288.97,7500,788.97,0,0,0,237.49,0,,INDIVIDUAL,0
3625,3625,3625,36,16.29,127.97,D,D1,10+ years,RENT,19800,Source Verified,n,other,NJ,20.85,1,0,15,,5,0,400,30.1,28,f,0,0,4605.871286,4605.87,3625,980.87,0,0,0,129.78,0,,INDIVIDUAL,0
4000,4000,4000,36,7.51,124.45,A,A3,7 years,RENT,47000,Source Verified,n,debt_consolidation,NJ,15.63,0,3,,,18,0,1625,4.4,30,f,0,0,2607.36,2607.36,2218.55,388.81,0,0,0,124.45,0,,INDIVIDUAL,1
18825,18825,18800,60,13.49,433.07,C,C1,3 years,RENT,50000,Verified,n,debt_consolidation,CA,25.03,0,1,,,9,0,9141,63,18,f,4465.76,4459.76,21205.61,21177.56,14359.24,6846.37,0,0,0,433.07,0,,INDIVIDUAL,0
5500,5500,5500,36,7.9,172.1,A,A4,10+ years,OWN,17500,Source Verified,n,home_improvement,TX,17.62,0,0,39,,8,0,6689,31.4,13,f,0,0,6194.900923,6194.9,5500,694.9,0,0,0,175.3,0,,INDIVIDUAL,0
31300,31300,31250,60,20.3,834.5,E,E5,10+ years,MORTGAGE,75000,Verified,n,debt_consolidation,MO,21.84,0,1,,,30,0,25974,43.9,63,f,0,0,33385.44,33332.11,31300,2085.44,0,0,0,30886.74,0,,INDIVIDUAL,0
26000,26000,25975,60,12.69,587.47,B,B5,10+ years,RENT,49000,Verified,n,debt_consolidation,CA,21.92,0,0,,,15,0,27828,59.7,24,f,0,0,23514.32,23491.81,15442.23,8042.19,0,29.9,5.382,602.99,0,,INDIVIDUAL,1
12000,12000,12000,36,11.71,396.92,B,B3,6 years,RENT,41000,Source Verified,n,credit_card,FL,11,0,1,,,6,0,11529,57.9,10,f,0,0,14260.39235,14260.39,12000,2260.39,0,0,0,1586.25,0,,INDIVIDUAL,0
4250,4250,4250,60,13.49,97.77,C,C1,7 years,RENT,30000,Verified,n,credit_card,TX,18.12,0,0,,,10,0,9442,85.5,15,f,1012.16,1012.16,4780.85,4780.85,3237.84,1543.01,0,0,0,97.77,0,,INDIVIDUAL,0
6000,6000,6000,36,12.69,201.27,B,B5,10+ years,MORTGAGE,50000,Source Verified,n,credit_card,NV,15.31,1,0,12,,7,0,15348,85.7,24,f,0,0,7242.188621,7242.19,6000,1242.19,0,0,0,213.86,0,,INDIVIDUAL,0
18000,18000,18000,36,10.65,586.32,B,B2,10+ years,RENT,63000,Source Verified,n,debt_consolidation,KS,6.55,1,0,21,,6,0,11530,50.5,13,f,0,0,20878.28559,20878.29,18000,2878.29,0,0,0,5646.97,0,,INDIVIDUAL,0
20000,20000,19950,60,16.77,494.59,D,D2,8 years,MORTGAGE,56500,Verified,n,debt_consolidation,NY,20.73,0,1,,,17,0,27025,59.3,29,f,5033.24,5020.49,24189.24,24129.08,14966.77,9222.47,0,0,0,494.59,0,,INDIVIDUAL,0
3250,3250,3250,36,16.29,114.73,D,D1,6 years,RENT,14400,Verified,n,moving,NY,15.17,1,0,15,,5,0,3144,61.6,9,f,0,0,4128.991702,4128.99,3250,878.99,0,0,0,117.6,0,,INDIVIDUAL,0
22000,22000,21975,60,13.49,506.11,C,C1,2 years,MORTGAGE,75000,Verified,n,credit_card,AL,9.46,0,0,,,7,0,7205,76.6,16,f,5226.3,5220.3,24769.75,24741.7,16773.72,7996.03,0,0,0,506.11,0,,INDIVIDUAL,0
8000,8000,8000,60,14.27,187.27,C,C2,6 years,MORTGAGE,62400,Verified,n,car,CA,16.56,0,1,,,9,0,8821,60.4,28,f,1929.46,1929.46,9159.85,9159.85,6070.53,3089.32,0,0,0,187.27,0,,INDIVIDUAL,0
12650,12650,12650,60,17.27,316.23,D,D3,2 years,RENT,61500,Source Verified,n,credit_card,TX,12.86,0,1,,,9,0,11200,83,27,f,0,0,17450.29498,17450.29,12650,4800.29,0,0,0,7367.08,0,,INDIVIDUAL,0
8875,8875,8875,36,10.65,289.09,B,B2,10+ years,MORTGAGE,33000,Verified,n,major_purchase,NV,23.75,0,1,,,7,0,9012,71,18,f,0,0,10405.53657,10405.54,8875,1530.54,0,0,0,295.97,0,,INDIVIDUAL,0
20000,20000,19975,60,15.96,485.94,C,C5,10+ years,MORTGAGE,112000,Verified,n,home_improvement,NY,10.53,1,3,18,,10,0,43627,68.6,20,f,4954.94,4948.66,23786.88,23757.31,15045.06,8741.82,0,0,0,485.94,0,,INDIVIDUAL,0
20000,20000,19975,60,17.27,499.96,D,D3,n/a,MORTGAGE,40406,Verified,n,credit_card,NV,17.52,1,0,21,,7,0,7801,70.3,31,f,0,0,23731.05,23701.41,19999.99,3731.06,0,0,0,17241.82,0,,INDIVIDUAL,0
27600,27600,27600,60,10.65,595.29,B,B2,10+ years,MORTGAGE,78000,Verified,n,debt_consolidation,WA,25.06,0,0,,,6,0,13029,51.5,34,f,0,0,28086.55,28086.55,27600,486.55,0,0,0,27495.16,0,,INDIVIDUAL,0
23000,23000,22975,60,19.91,608.21,E,E4,n/a,RENT,45600,Verified,n,other,CA,18.68,0,0,38,,6,0,0,0,44,f,0,0,9632.66,9622.2,3537.29,4975.13,0,1120.24,201.6432,608.21,0,,INDIVIDUAL,1
20000,20000,19975,60,12.42,449.15,B,B4,4 years,MORTGAGE,55000,Verified,n,credit_card,AZ,20.12,0,1,,,10,0,38763,60.6,34,f,5055.45,5049.13,21542.45,21515.54,14944.56,6597.89,0,0,0,449.15,0,,INDIVIDUAL,0
15000,15000,15000,60,10.65,323.53,B,B2,< 1 year,MORTGAGE,68004,Source Verified,n,other,CA,23.13,0,0,,,21,0,7505,22.5,40,f,3399.39,3399.39,15816.55,15816.55,11600.61,4215.94,0,0,0,323.53,0,,INDIVIDUAL,0
18000,18000,18000,60,18.64,463.38,E,E1,9 years,MORTGAGE,132000,Source Verified,n,credit_card,MN,11.29,0,0,34,,13,0,38491,91.6,31,f,4660.68,4660.68,22687.16,22687.16,13339.32,9347.84,0,0,0,463.38,0,,INDIVIDUAL,0
12000,12000,11950,36,9.91,386.7,B,B1,10+ years,MORTGAGE,42000,Not Verified,n,debt_consolidation,VA,10.57,0,1,44,,15,0,12609,17.5,41,f,0,0,13887.81309,13829.94,12000,1887.81,0,0,0,1911.29,0,,INDIVIDUAL,0
6000,6000,6000,36,6.03,182.62,A,A1,10+ years,MORTGAGE,50364,Source Verified,n,other,MA,15.06,0,1,,,8,0,29274,38.4,32,f,0,0,6573.822355,6573.82,6000,573.82,0,0,0,184.2,0,,INDIVIDUAL,0
7500,7500,7500,36,7.51,233.34,A,A3,7 years,MORTGAGE,57200,Not Verified,n,home_improvement,MA,8.18,0,0,,,5,0,3356,33.6,21,f,0,0,7915.41,7915.41,7500,415.41,0,0,0,5822.64,0,,INDIVIDUAL,0
10000,10000,9975,36,12.42,334.16,B,B4,1 year,RENT,60000,Source Verified,n,debt_consolidation,CA,17.62,0,0,42,,14,0,12281,71.9,27,f,0,0,10584.71,10558.25,10000,584.71,0,0,0,8917.25,0,,INDIVIDUAL,0
35000,35000,34950,36,8.9,1111.37,A,A5,2 years,MORTGAGE,120000,Verified,n,debt_consolidation,OH,17.02,0,0,,,13,0,106406,45.6,46,f,0,0,40007.03673,39949.91,35000,5007.04,0,0,0,1121.57,0,,INDIVIDUAL,0
12000,12000,12000,36,6.03,365.23,A,A1,6 years,MORTGAGE,74004,Source Verified,n,debt_consolidation,VA,9.65,0,0,,,9,0,6110,16.4,12,f,0,0,13147.79314,13147.79,12000,1147.79,0,0,0,367.86,0,,INDIVIDUAL,0
13150,13150,13150,36,6.03,400.23,A,A1,2 years,OWN,72000,Source Verified,n,debt_consolidation,MA,15.52,0,0,,,11,0,22109,14.3,25,f,0,0,14075.47,14075.47,13150,925.47,0,0,0,7274.03,0,,INDIVIDUAL,0
1200,1200,1200,36,13.49,40.72,C,C1,4 years,MORTGAGE,60000,Not Verified,n,home_improvement,NC,22.4,0,1,47,,9,0,10980,94.7,20,f,0,0,1213.78,1213.78,1200,13.78,0,0,0,1213.83,0,,INDIVIDUAL,0
5000,5000,4950,36,13.49,169.66,C,C1,< 1 year,RENT,19800,Source Verified,n,moving,GA,11.94,0,3,,,4,0,7553,87.7,4,f,0,0,6076.565203,6015.87,5000,1076.57,0,0,0,120.61,0,,INDIVIDUAL,0
12000,12000,11975,60,19.03,311.49,E,E2,2 years,MORTGAGE,35004,Not Verified,n,debt_consolidation,OH,12.14,0,0,,,4,0,9047,98.3,13,f,0,0,7895.07,7878.71,2485.89,3119.37,0,2289.81,412.1658,36.97,0,,INDIVIDUAL,1
20000,20000,20000,36,11.71,661.52,B,B3,4 years,MORTGAGE,65000,Verified,n,credit_card,SD,9.58,0,1,34,,12,0,18267,53.7,36,f,0,0,23747.54835,23747.55,20000,3747.55,0,0,0,3259.41,0,,INDIVIDUAL,0
4300,4300,4300,36,12.69,144.25,B,B5,5 years,MORTGAGE,48000,Not Verified,n,credit_card,NC,4.13,0,2,,113,3,1,4362,28.5,19,f,0,0,5184.519181,5184.52,4300,884.52,0,0,0,441.17,0,,INDIVIDUAL,0
5375,5375,5375,60,18.25,137.23,D,D5,10+ years,RENT,19200,Verified,n,debt_consolidation,OH,11.56,0,1,,,5,0,5368,81.3,7,f,1389.82,1389.82,6703.73,6703.73,3985.18,2718.55,0,0,0,137.23,0,,INDIVIDUAL,0
2200,2200,2100,36,8.9,69.86,A,A5,4 years,MORTGAGE,50000,Not Verified,n,home_improvement,FL,21.65,0,1,,,11,0,28958,65.7,30,f,0,0,1024.4,977.79,708.82,215.19,14.96315926,85.43,0.88,52,0,,INDIVIDUAL,1
28000,28000,27950,60,9.91,593.68,B,B1,6 years,RENT,88000,Verified,n,small_business,NY,14.33,0,0,78,,8,0,2979,8.4,22,f,6218.54,6207.43,29089.54,29037.6,21781.46,7308.08,0,0,0,593.68,0,,INDIVIDUAL,0
5300,5300,5300,36,10.65,172.64,B,B2,7 years,MORTGAGE,32000,Not Verified,n,debt_consolidation,SC,7.13,0,0,34,,11,0,4326,41.2,17,f,0,0,5852.47,5852.47,5300,552.47,0,0,0,3614.11,0,,INDIVIDUAL,0
7500,7500,7500,36,7.9,234.68,A,A4,< 1 year,RENT,42500,Source Verified,n,major_purchase,MA,4.26,0,0,,,3,0,0,0,19,f,0,0,7799.31,7799.31,7500,299.31,0,0,0,5878.47,0,,INDIVIDUAL,0
12600,12600,12600,60,14.27,294.95,C,C2,1 year,OWN,74000,Source Verified,n,debt_consolidation,HI,4.41,1,0,19,,8,0,4481,28,9,f,0,0,13747.7,13747.7,12600,1147.7,0,0,0,11689.31,0,,INDIVIDUAL,0
9250,9250,9250,36,9.91,298.09,B,B1,7 years,RENT,39000,Verified,n,major_purchase,CA,10.09,0,0,,,6,0,18786,73.1,15,f,0,0,10728.14301,10728.14,9250,1478.14,0,0,0,310.59,0,,INDIVIDUAL,0
7000,7000,7000,36,8.9,222.28,A,A5,2 years,RENT,33000,Not Verified,n,debt_consolidation,CA,17.89,0,2,,,7,0,7704,77,18,f,0,0,8000.505653,8000.51,7000,1000.51,0,0,0,228.77,0,,INDIVIDUAL,0
20000,20000,19975,60,15.96,485.94,C,C5,10+ years,MORTGAGE,65000,Verified,n,debt_consolidation,VA,24.92,0,1,,,10,0,18414,87.7,22,f,0,0,28646,28610.19,20000,8646,0,0,0,6292.76,0,,INDIVIDUAL,0
24000,24000,23950,60,18.25,612.72,D,D5,< 1 year,RENT,150000,Verified,n,debt_consolidation,CA,6.96,1,2,7,,9,0,21515,67.2,20,f,0,0,7407.5,7392.11,2637.79,3481.49,61.24709262,1226.97,12.1,1899.44,0,,INDIVIDUAL,1
10275,10275,10275,36,6.62,315.49,A,A2,5 years,RENT,32400,Not Verified,n,debt_consolidation,OR,27.78,0,0,,,9,0,11362,34.6,41,f,0,0,3151.1,3151.1,2650.07,501.03,0,0,0,315.49,0,,INDIVIDUAL,1
10000,10000,10000,36,11.71,330.76,B,B3,1 year,RENT,70000,Not Verified,n,debt_consolidation,CA,19.82,0,0,,,12,0,20054,88,37,f,0,0,11790.68515,11790.69,10000,1790.69,0,0,0,2880.71,0,,INDIVIDUAL,0
24250,24250,24225,60,18.64,624.27,E,E1,10+ years,MORTGAGE,46200,Verified,n,debt_consolidation,NC,21.32,0,0,,,9,0,18894,90,22,f,0,0,27150.11,27122.13,24250,2900.11,0,0,0,22786.16,0,,INDIVIDUAL,0
12000,12000,12000,60,17.58,301.99,D,D4,10+ years,MORTGAGE,83000,Verified,n,debt_consolidation,NC,16.27,0,0,,,10,0,26267,94.1,23,f,3329.77,3329.77,14434.59,14434.59,8670.23,5764.36,0,0,0,301.99,0,,INDIVIDUAL,0
12000,12000,12000,36,7.9,375.49,A,A4,< 1 year,MORTGAGE,65000,Source Verified,n,debt_consolidation,CA,4.8,0,0,59,,8,0,12063,71.1,33,f,0,0,13429.37785,13429.38,12000,1429.38,0,0,0,3297.65,0,,INDIVIDUAL,0
7400,7400,7400,36,16.77,262.99,D,D2,2 years,RENT,37000,Source Verified,n,debt_consolidation,CA,19.91,0,1,,,14,0,12235,63.2,15,f,0,0,9462.580504,9462.58,7400,2062.58,0,0,0,275.35,0,,INDIVIDUAL,0
12000,12000,12000,36,6.62,368.45,A,A2,7 years,OWN,60000,Not Verified,n,credit_card,NY,26.16,0,0,,,11,0,9752,36.1,20,f,0,0,13262.23649,13262.24,12000,1262.24,0,0,0,380.79,0,,INDIVIDUAL,0
10000,10000,9925,36,6.03,304.36,A,A1,10+ years,MORTGAGE,60000,Not Verified,n,major_purchase,CA,14.84,0,0,,,8,0,1440,2.7,19,f,0,0,10518.1,10439.22,10000,518.1,0,0,0,7173.12,0,,INDIVIDUAL,0
13200,13200,13200,60,12.69,298.25,B,B5,3 years,RENT,45000,Not Verified,n,debt_consolidation,AK,22.93,0,0,,,5,0,8241,40.2,13,f,0,0,17543.65747,17543.66,13200,4343.66,0,0,0,4459.14,0,,INDIVIDUAL,0
10000,10000,10000,60,13.49,230.05,C,C1,2 years,RENT,48500,Not Verified,n,debt_consolidation,MO,25.51,0,1,,,9,0,11224,59.7,22,f,2380.67,2380.67,11253.9,11253.9,7619.32,3634.58,0,0,0,230.05,0,,INDIVIDUAL,0
20000,20000,20000,36,16.77,710.77,D,D2,8 years,MORTGAGE,68000,Verified,n,debt_consolidation,TX,18.09,0,0,,,18,0,24605,74.1,30,f,0,0,25576.35473,25576.35,20000,5576.35,0,0,0,735.4,0,,INDIVIDUAL,0
20400,20400,20375,60,11.71,450.81,B,B3,10+ years,MORTGAGE,94992,Verified,n,debt_consolidation,NY,11.52,0,0,,,9,0,15755,43.6,23,f,0,0,22097.66,22070.58,20400,1697.66,0,0,0,18507.15,0,,INDIVIDUAL,0
7500,7500,7500,36,7.51,233.34,A,A3,3 years,MORTGAGE,55000,Not Verified,n,debt_consolidation,FL,3.21,0,1,,,10,0,7326,31.8,11,f,0,0,8398.164782,8398.16,7500,898.16,0,0,0,244,0,,INDIVIDUAL,0
23600,23600,23575,60,21.67,647.39,F,F3,2 years,MORTGAGE,73174.4,Verified,n,wedding,OH,7.94,2,2,21,,12,0,9046,28.8,17,f,0,0,24396.79,24370.98,908.03,1678.45,0,21810.31,3926.15,647.39,0,,INDIVIDUAL,1
13000,13000,13000,60,11.71,287.28,B,B3,3 years,MORTGAGE,90000,Source Verified,n,small_business,NJ,6.33,0,0,39,,8,0,4632,16.8,25,f,0,0,14829.01,14829.01,13000,1829.01,0,0,0,10531.72,0,,INDIVIDUAL,0
25000,25000,25000,60,14.65,590.17,C,C3,n/a,RENT,60000,Verified,n,credit_card,NY,18.14,0,1,,,15,0,26863,47.8,34,f,0,0,34886.45,34886.45,25000,9886.45,0,0,0,7148.46,0,,INDIVIDUAL,0
3000,3000,3000,36,8.9,95.26,A,A5,5 years,RENT,12000,Verified,n,credit_card,MI,6.8,0,1,,,12,0,3382,30.5,14,f,0,0,3427.746711,3427.75,3000,427.75,0,0,0,103.79,0,,INDIVIDUAL,0
10000,10000,9975,36,6.03,304.36,A,A1,10+ years,MORTGAGE,60000,Verified,n,moving,FL,12.08,0,0,,,8,0,6314,30.2,11,f,0,0,10913.99313,10886.71,10000,913.99,0,0,0,2397.37,0,,INDIVIDUAL,0
12000,12000,12000,36,12.42,400.99,B,B4,10+ years,MORTGAGE,54600,Source Verified,n,credit_card,AR,14,0,0,,,7,0,12007,94.5,23,f,0,0,6005.4,6005.4,4459.55,1545.85,0,0,0,400.99,0,,INDIVIDUAL,1
4800,4800,4800,36,12.42,160.4,B,B4,n/a,RENT,30000,Verified,n,debt_consolidation,LA,22.88,0,0,53,,10,0,3578,21.4,24,f,0,0,5772.507824,5772.51,4800,972.51,0,0,0,165.85,0,,INDIVIDUAL,0
15000,15000,15000,36,10.65,488.6,B,B2,8 years,MORTGAGE,75000,Source Verified,n,credit_card,CA,16.34,0,0,,,16,0,20796,59.8,29,f,0,0,2928.24,2928.24,2178.24,750,0,0,0,488.6,0,,INDIVIDUAL,1
24000,24000,24000,60,12.69,542.28,B,B5,10+ years,RENT,115000,Source Verified,n,small_business,NY,10.25,0,0,,,12,0,25685,52.6,26,f,5618.12,5618.12,26546.5,26546.5,18381.87,8164.63,0,0,0,542.28,0,,INDIVIDUAL,0
20000,20000,20000,36,14.65,689.89,C,C3,10+ years,MORTGAGE,150000,Source Verified,n,debt_consolidation,CA,5.62,0,1,,,8,0,11551,84.5,20,f,0,0,24617.69737,24617.7,20000,4548.84,68.85574088,0,0,5940.09,0,,INDIVIDUAL,0
25000,25000,24950,60,14.27,585.22,C,C2,< 1 year,RENT,60000,Source Verified,n,debt_consolidation,NY,20.68,0,0,,,9,0,19945,64.6,20,f,0,0,20699.61,20658.44,11110.47,7603.25,0,1985.89,19.7257,585.22,0,,INDIVIDUAL,1
3000,3000,3000,36,12.42,100.25,B,B4,10+ years,MORTGAGE,81996,Not Verified,n,other,AL,23.65,0,1,,,12,0,19092,71.2,35,f,0,0,3606.775113,3606.78,3000,606.78,0,0,0,107.65,0,,INDIVIDUAL,0
7875,7875,7875,60,17.27,196.86,D,D3,6 years,OWN,38400,Not Verified,n,car,NV,10.28,0,1,46,,3,0,9047,70.1,16,f,0,0,2158.31,2158.31,984.57,1173.74,0,0,0,196.86,0,,INDIVIDUAL,1
35000,35000,34975,60,11.71,773.44,B,B3,10+ years,MORTGAGE,75000,Verified,n,debt_consolidation,AZ,20.02,0,0,,,14,0,37503,40.4,33,f,0,0,41705.93,41676.15,35000,6705.93,0,0,0,24713.99,0,,INDIVIDUAL,0
10000,10000,10000,36,11.71,330.76,B,B3,5 years,RENT,39600,Not Verified,n,debt_consolidation,CA,10.48,0,0,,98,7,1,9495,66.9,8,f,0,0,11663.96,11663.96,10000,1663.96,0,0,0,4073.75,0,,INDIVIDUAL,0
5600,5600,5450,36,7.51,174.23,A,A3,10+ years,RENT,43000,Source Verified,n,debt_consolidation,AZ,20.51,0,2,,,9,0,8514,34.8,26,f,0,0,6070.15,5907.57,5600,470.15,0,0,0,3263.76,0,,INDIVIDUAL,0
21000,21000,20875,36,7.51,653.33,A,A3,n/a,MORTGAGE,49200,Verified,n,credit_card,MT,27.02,0,1,,,8,0,14491,19.7,15,f,0,0,23043.77,22906.61,21000,2043.77,0,0,0,10000.95,0,,INDIVIDUAL,0
12300,12300,12300,36,7.51,382.67,A,A3,7 years,RENT,45000,Source Verified,n,debt_consolidation,FL,22.29,0,1,,,6,0,27282,79.1,22,f,0,0,12125.52,12125.52,10411.99,1438.82,0,274.71,2.627500002,382.67,0,,INDIVIDUAL,1
